high_formula,high_mpid,low_formula,low_mpid,avg_voltage,battery_id
CuO,mp-510751,Na(CuO)2,mp-760829,2.5251804625000025,mp-510751_Na
Na3(CuO2)2,mp-559817,Na8(CuO2)5,mp-556538,1.1324653349999998,mp-1079427_Na
NaCuO2,mp-754718,Na2CuO2,mp-754549,1.6208534500000014,mp-754549_Na
Na4Ti11O24,mp-777965,Na7Ti11O24,mp-759333,1.9801156649999954,mp-759333_Na
Ti8O13,mp-752989,NaTi8O13,mp-28649,1.0162202650000112,mp-28649_Na
TiO2,mp-25262,Na3Ti8O16,mp-760062,2.1256133450000005,mp-25262_Na
TiO2,mp-766454,NaTi4O8,mp-760217,0.9695798149999988,mp-752918_Na
TiO2,mp-756655,NaTi3O6,mp-1221025,1.6192427312500037,mp-1221025_Na
TiO2,mp-9173,Na5Ti12O24,mp-760372,0.9695958169999966,mp-760359_Na
TiO2,mp-25433,Na7Ti13O26,mp-757308,1.6695043150000115,mp-25433_Na
Li3Fe2P2(CO7)2,mp-769710,Na3Li3Fe2P2(CO7)2,mp-1176351,3.2469447583333375,mp-1176351_Na
Li5Fe2P2(CO7)2,mp-770204,NaLi5Fe2P2(CO7)2,mp-1101478,2.8090005599999825,mp-1101478_Na
CrO2,mp-714929,NaCrO2,mp-578614,3.4295483149999972,mp-25499_Na
CrO2,mp-1041961,NaCr2O4,mp-1101673,3.9140453175000003,mp-1041961_Na
CrO2,mp-1047121,NaCr2O4,mp-764681,3.4109272700000046,mp-1047121_Na
CrO2,mvc-12040,NaCr4O8,mp-764555,3.610833715000008,mvc-12040_Na
CrO2,mvc-10873,NaCr2O4,mp-849216,3.778546234999996,mvc-10873_Na
Na4Mn2As(CO4)4,mp-781108,Na6Mn2As(CO4)4,mp-853201,3.9927702924999933,mp-1176334_Na
Na4Cr2As(CO4)4,mp-770736,Na5Cr2As(CO4)4,mp-769542,3.5929438500000073,mp-769542_Na
NaCrAsCO7,mp-773138,Na2CrAsCO7,mp-771511,4.359435400000005,mp-771454_Na
Na2NiAsCO7,mp-773533,Na3NiAsCO7,mp-771547,3.8304987249999796,mp-771547_Na
SbO3,mp-1179567,NaSbO3,mp-20011,4.716173855,mp-1179567_Na
NaMnPCO7,mp-764085,Na2MnPCO7,mp-780530,3.8147292750000004,mp-1101480_Na
Na3Mn2P2(CO7)2,mp-769520,Na2MnPCO7,mp-1176390,3.651719900000013,mp-1176390_Na
Mn(SiO3)2,mp-1142713,NaMn(SiO3)2,mp-19349,3.87101604000001,mp-1142713_Na
Mn7O12,mp-782692,NaMn7O12,mp-18999,3.5853157549999777,mp-18999_Na
MnO2,mp-25545,Na11Mn24O48,mp-765653,3.0089778349999863,mp-25545_Na
MnO2,mvc-11561,NaMn2O4,mp-764033,2.9987982675000024,mvc-11561_Na
MnO2,mvc-12283,NaMn2O4,mp-1179926,3.2284783175000014,mp-1179926_Na
Fe5O8,mp-1225001,NaFe5O8,mp-764200,4.819775294999995,mp-1225001_Na
FeO2,mvc-11541,Na(FeO2)2,mp-1176449,4.930840504999995,mvc-11541_Na
FeO2,mp-714904,Na(FeO2)2,mp-764034,3.414803540000004,mvc-11993_Na
Na4Cr2P(CO4)4,mp-782637,Na5Cr2P(CO4)4,mp-778332,3.399148259999999,mp-770548_Na
Nb3S4,mp-12627,Na(Nb3S4)2,mp-1221421,0.967594764999997,mp-1221421_Na
NbS2,mp-10033,NaNbS2,mp-7937,1.8048755549999982,mp-10033_Na
NbS2,mp-1072712,Na2(NbS2)3,mp-1221460,2.1208334075,mp-1072712_Na
K2MoCl6,mp-27826,K2NaMoCl6,mp-1110861,2.3559404349999964,mp-1110861_Na
Fe4P9O32,mp-1101549,Na7Fe4P9O32,mp-1220949,4.962059049285715,mp-1101549_Na
Fe2(PO4)3,mp-31866,Na3Fe2(PO4)3,mp-764132,4.323964589166664,mp-31866_Na
Fe7(PO4)8,mp-1178257,Na8Fe7(PO4)8,mp-764167,3.5437430875,mp-1178257_Na
Fe3P3O13,mvc-11637,NaFe3P3O13,mp-1040459,5.150764529999999,mp-1040459_Na
Fe7(PO4)6,mp-542523,NaFe7(PO4)6,mp-1205097,2.7035309449999785,mp-1205097_Na
NaFe3(PO4)3,mp-565637,Na2Fe3(PO4)3,mp-566867,3.672339484999991,mp-565637_Na
FePO4,mp-25001,NaFePO4,mp-746030,2.9412835524999985,mp-25001_Na
FePO4,mp-25527,NaFePO4,mp-763946,2.931654544166665,mp-25527_Na
Na2(CrSe2)3,mp-1221432,NaCrSe2,mp-3332,1.7697159549999941,mp-1221432_Na
Mo2P3O13,mp-32113,NaMo2P3O13,mp-566386,3.8850753000000067,mp-32113_Na
Mo2P2O9,mp-1040930,NaMo2P2O9,mp-1013843,3.623116007500012,mp-1013843_Na
MoO2,mp-714883,NaMoO2,mp-578618,2.1844698050000018,mvc-15431_Na
Mn3(PO4)4,mp-697730,Na6Mn3(PO4)4,mp-778858,3.501166146666668,mp-697730_Na
Mn2P2O9,mp-1040954,NaMn2P2O9,mp-1099034,4.729026900000004,mp-1040954_Na
MnPO4,mp-540007,NaMnPO4,mp-1101704,3.4324337050000038,mp-1101704_Na
Co2P3O10,mp-25658,NaCo2P3O10,mp-763900,4.060322500000008,mp-25658_Na
CoP2O7,mp-1172914,Na2CoP2O7,mp-1011834,4.402639714999995,mp-1011834_Na
CoPO4,mp-540093,NaCoPO4,mp-624502,3.866645375,mp-540093_Na
CoPO4,mp-510669,NaCoPO4,mp-1101669,3.719740340000004,mp-1101669_Na
CoPO4,mp-851068,NaCoPO4,mp-683773,3.772763359166663,mp-683773_Na
BiO2,mvc-5760,Na(BiO2)2,mp-777268,2.8009454025000013,mvc-5760_Na
NaSbF6,mp-5955,Na3SbF6,mp-1111642,2.160567509999999,mp-1111642_Na
NaSn,mp-11051,Na2Sn,mp-1212538,-0.20960741624999965,mp-11051_Na
ReO3,mp-547271,NaReO3,mp-976923,1.8734983700000027,mp-1237229_Na
VP2O7,mp-25631,NaVP2O7,mp-764141,3.5651369349999933,mp-25631_Na
NaV2(PO4)3,mp-764171,Na2V2(PO4)3,mp-764174,3.2207927999999932,mp-764131_Na
V2(PO4)3,mp-32469,Na3V2(PO4)3,mp-777202,3.3380100450000096,mp-32469_Na
VPO5,mp-566179,NaVPO5,mp-765748,3.4212271099999993,mp-566179_Na
V3P3O13,mp-1047927,NaV3P3O13,mp-1012791,4.091689919999989,mp-1012791_Na
NaV3P2O13,mp-776792,Na2V3P2O13,mp-565935,3.687607132500001,mp-565935_Na
Na5Co2As(CO4)4,mp-777426,Na6Co2As(CO4)4,mp-771495,3.5103056900000196,mp-771495_Na
NaCoAsCO7,mp-772678,Na2CoAsCO7,mp-772664,4.133281565,mp-772664_Na
NaSnPCO7,mp-768209,Na3SnPCO7,mp-757172,2.163332040000003,mp-754061_Na
Na2BiBPO7,mp-771773,Na3BiBPO7,mp-768582,3.6585735499999954,mp-768582_Na
Ni3P4O15,mp-1101501,Na4Ni3P4O15,mp-578642,4.787339376250006,mp-1101501_Na
Ni2P2O9,mp-1044234,NaNi2P2O9,mp-1094125,5.185944422499996,mp-1044234_Na
NiPO4,mp-540008,NaNiPO4,mp-777039,4.363633354999993,mp-540008_Na
Li2MnPCO7,mp-770012,NaLi2MnPCO7,mp-771493,3.1328446800000007,mp-770012_Na
Li5Mn2P2(CO7)2,mp-770310,NaLi5Mn2P2(CO7)2,mp-773725,3.0849151049999888,mp-770310_Na
FeCSO7,mp-1178258,NaFeCSO7,mp-770059,4.347010515000004,mp-1178258_Na
Na4V2C4SO16,mp-850995,Na6V2C4SO16,mp-853191,2.320517469999994,mp-769532_Na
TiP2O7,mp-761010,NaTiP2O7,mp-560506,1.6096861274999938,mp-560506_Na
TiP2O7,mp-761041,NaTiP2O7,mp-17461,1.7648322549999975,mp-17461_Na
K2MnF6,mp-557397,K2NaMnF6,mp-1079339,3.910084395000001,mp-1079339_Na
Cu,mp-30,Na3Cu,mp-1186036,-0.28366580500000005,mp-1186036_Na
NaCrCSO7,mp-773175,Na2CrCSO7,mp-773178,2.504311490000002,mp-773175_Na
TiS2,mp-2156,NaTiS2,mp-752947,1.5449670049999995,mp-2156_Na
Na3Fe2P(CO4)4,mp-769570,Na4Fe2P(CO4)4,mp-779936,4.311660535000011,mp-769570_Na
LiNbF6,mp-1078799,Na2LiNbF6,mp-1110637,0.9420643500000019,mp-1078799_Na
MnO2,mvc-11093,Mn2ZnO4,mp-1048875,1.9255886700000011,mp-1048875_Zn
MnO2,mp-25547,Mn4ZnO8,mvc-11654,1.1027607525000014,mvc-11654_Zn
MnO2,mvc-11561,Mn2ZnO4,mvc-12055,0.9902877062500024,mvc-11561_Zn
MnO2,mp-25545,Mn2ZnO4,mp-18751,1.601654444999999,mp-1047343_Zn
Mn2ZnO4,mvc-12595,MnZnO2,mvc-15152,0.3707533075000007,mvc-12595_Zn
Cu3(P2O7)2,mp-673105,ZnCu3(P2O7)2,mp-1047150,1.5814680599999966,mp-1047150_Zn
Ta2MnZnO8,mvc-13175,Ta4Mn2Zn3O16,mvc-12018,1.8791804424999916,mvc-12018_Zn
Pr(SbO3)2,mp-1044440,PrZn(SbO3)2,mp-1044495,0.2950962099999983,mp-1044440_Zn
NiF4,mvc-15884,ZnNiF4,mvc-3497,3.6562111550000007,mvc-15884_Zn
La2MoO6,mvc-13694,La2ZnMoO6,mvc-11208,0.5585586974999948,mvc-11208_Zn
Fe5O8,mp-1225007,ZnFe5O8,mp-35033,2.2568809574999995,mp-1225007_Zn
Fe9O13,mvc-12205,Zn2Fe9O13,mp-1045954,0.9593134500000011,mp-1045954_Zn
Fe5O7,mvc-12039,ZnFe5O7,mp-1046059,1.0638506400000032,mp-1046059_Zn
Fe2O3,mvc-12005,Zn(Fe2O3)2,mp-1043611,1.155813952499995,mp-1043611_Zn
V6Zn(FeO6)4,mvc-12916,V6Zn3(FeO6)4,mp-556174,2.80855334250001,mvc-12916_Zn
FeO2,mvc-12204,Zn(FeO2)2,mp-34140,2.562602245833334,mvc-12204_Zn
FeO2,mvc-12063,Zn(FeO2)2,mvc-5579,2.366885315833334,mvc-12063_Zn
FeO2,mp-1047285,Zn(FeO2)2,mvc-12661,1.255302981250002,mp-1047285_Zn
FeO2,mp-714904,Zn(FeO2)2,mp-19313,2.5358161124999987,mvc-11645_Zn
FeO2,mvc-15135,Zn(FeO2)2,mp-34425,2.5294885891666663,mvc-15135_Zn
FeO2,mvc-12125,Zn(FeO2)2,mp-34730,2.5446420199999995,mvc-12125_Zn
FeO2,mp-25519,Zn(FeO2)4,mvc-11657,1.4669841725000035,mvc-11657_Zn
FeO2,mvc-11541,Zn(FeO2)2,mvc-15039,1.671562746249998,mvc-11541_Zn
Zn(FeO2)4,mp-1045634,Zn(FeO2)2,mvc-12573,1.8426552375000018,mp-1045634_Zn
La2CrO6,mvc-15457,La2ZnCrO6,mvc-13687,1.858847387499997,mvc-13687_Zn
NiSnP2O9,mp-1044247,ZnNiSnP2O9,mp-1043346,2.5111499424999955,mp-1043346_Zn
V2S5,mvc-11754,V2ZnS5,mvc-14775,0.26461637999999743,mvc-11754_Zn
VS2,mp-1013526,V4ZnS8,mvc-11418,0.14171272750000474,mp-1013526_Zn
VS2,mvc-12727,V2ZnS4,mvc-14772,0.5952311299999997,mvc-11275_Zn
Cu2O3,mp-1046820,Zn(Cu2O3)2,mp-1046785,1.97052543,mp-1046785_Zn
Cu9O13,mp-1045694,Zn2Cu9O13,mp-1045659,1.952093065000001,mp-1045659_Zn
CuO2,mp-504100,Zn(CuO2)2,mp-1047156,2.3843328175000003,mp-1047156_Zn
Ta2WO8,mp-1046357,Ta2Zn2WO8,mp-1046251,0.6167291487500015,mp-1046251_Zn
VCu3Se4,mp-21855,VZnCu3Se4,mp-1178753,-0.6258259625000009,mp-1178753_Zn
Sn2P2O9,mp-1044829,ZnSn2P2O9,mp-1040851,0.11782636749999888,mp-1040851_Zn
Sn3P3O13,mp-1041231,ZnSn3P3O13,mp-1041233,-0.17203973250000582,mp-1041231_Zn
Ti2O3,mp-1046793,Ti4ZnO6,mp-1046715,-0.6873174850000034,mp-1046715_Zn
Ti9O13,mp-1045643,Ti9Zn2O13,mp-1045652,-0.7130028550000014,mp-1045643_Zn
Ti5O7,mp-1045759,Ti5ZnO7,mp-1045822,-0.7088832100000055,mp-1045759_Zn
TbFe2,mp-589,Tb(Zn10Fe)2,mp-12817,0.0687865769999998,mp-12817_Zn
Co2O3,mp-1043418,Zn(Co2O3)2,mp-1043057,1.8901421549999973,mp-1043057_Zn
Co9O13,mvc-2263,Zn2Co9O13,mp-1045890,1.7176141500000004,mp-1045890_Zn
Co5O7,mp-1046082,ZnCo5O7,mvc-2591,1.572648409999997,mp-1046082_Zn
TiO2,mvc-12404,Ti2ZnO4,mvc-12414,-0.34703674999999956,mvc-12157_Zn
TiO2,mp-25433,Ti4ZnO8,mvc-14907,-0.43729878249999615,mvc-14907_Zn
TiO2,mvc-4715,Ti2ZnO4,mvc-4746,-0.24900240437500054,mvc-4715_Zn
TiO2,mvc-12466,Ti2ZnO4,mvc-12491,-0.5323165474999976,mvc-12466_Zn
TiO2,mp-756655,Ti2ZnO4,mvc-12500,-0.789101596249998,mvc-12500_Zn
TiO2,mvc-11423,Ti2ZnO4,mp-1047325,-0.3301393175000009,mp-1047325_Zn
TiO2,mp-25262,Ti2ZnO4,mp-1047249,0.056619482500001705,mp-1045412_Zn
TiO2,mvc-5171,Ti2ZnO4,mp-1044647,-0.02422311833333035,mp-1044647_Zn
TiO2,mp-1044853,Ti2ZnO4,mp-1044943,-0.08535705333333476,mp-1044853_Zn
TiO2,mp-1118309,Ti2ZnO4,mp-1044664,-0.13521109000000076,mp-1044664_Zn
CoO2,mvc-5466,Zn(CoO2)2,mvc-5274,2.061616374374997,mvc-5274_Zn
Zn(CoO2)4,mp-1045581,Zn(CoO2)2,mp-1042573,1.1682830424999984,mp-1042573_Zn
CoO2,mp-1047639,Zn(CoO2)2,mp-1047667,1.7370317625000007,mp-1042295_Zn
CoO2,mvc-11564,Zn(CoO2)2,mp-1048280,1.10664365875,mp-1048280_Zn
CoO2,mvc-5816,Zn(CoO2)2,mp-1048393,1.0766530775000027,mp-1048393_Zn
CoO2,mp-1041988,Zn(CoO2)2,mp-1041967,1.9895014249999978,mp-1041967_Zn
CoO2,mvc-13203,Zn(CoO2)2,mp-1040942,1.7261732224999995,mp-1040942_Zn
CoO2,mvc-12170,Zn(CoO2)2,mp-1041156,1.7187727383333293,mp-1041156_Zn
CoO2,mp-540000,Zn(CoO2)2,mp-766791,1.713317609999995,mp-540000_Zn
CoO2,mp-25476,ZnCoO2,mp-779972,1.247617187499999,mp-1041352_Zn
Si2NiO6,mvc-13125,ZnSi2NiO6,mvc-5138,2.6547712275000044,mvc-13125_Zn
Si4NiO10,mp-1043826,ZnSi4NiO10,mp-1043543,2.2325856349999973,mp-1043543_Zn
CrF6,mvc-11142,ZnCrF6,mp-35311,3.297129902500002,mvc-11142_Zn
CrF5,mvc-3813,ZnCrF5,mvc-3734,2.98066297125,mvc-3734_Zn
CrF5,mvc-14215,ZnCrF5,mvc-14214,3.0089616274999975,mvc-14214_Zn
Sb,mp-10631,Zn3Sb,mp-971966,-0.06018917750000008,mp-10630_Zn
Zn6Sb5,mp-1191566,Zn13Sb10,mp-570748,0.12401639249999952,mp-1191566_Zn
FeS2,mvc-11411,Zn(FeS2)2,mvc-11245,0.7511152475000009,mvc-11245_Zn
UFe2,mp-21050,U(Zn10Fe)2,mp-1197936,0.01511255449999993,mp-1197936_Zn
CrS2,mvc-14769,Zn(CrS2)2,mp-4194,1.0863318475,mp-1045448_Zn
Zn3Bi2(PO6)2,mvc-11996,Zn2BiPO6,mp-554906,2.672586515000004,mvc-11996_Zn
BiPO5,mp-1043572,ZnBi2(PO5)2,mp-1043490,-0.8223532425000023,mp-1043490_Zn
Bi2P2O9,mp-1044873,ZnBi2P2O9,mp-1044783,1.6910654999999983,mp-1044783_Zn
Bi6P2O15,mvc-12815,ZnBi6P2O15,mp-645375,2.664397060000004,mvc-12815_Zn
VBiO5,mvc-10959,VZnBiO5,mvc-7845,2.8178628568750006,mvc-10959_Zn
Co(Si2O5)2,mp-1043669,ZnCo(Si2O5)2,mp-1043509,1.8110995275000028,mp-1043509_Zn
Co(SiO3)2,mvc-12012,ZnCo(SiO3)2,mvc-5137,2.1201758999999973,mvc-11366_Zn
FeP2O7,mp-690058,ZnFeP2O7,mp-1048270,2.1079647937499977,mp-1048270_Zn
Fe3(P2O7)2,mp-540486,ZnFe3(P2O7)2,mp-1044037,0.7212743274999887,mp-1044037_Zn
Fe3P3O13,mvc-11637,ZnFe3P3O13,mp-1047809,2.235231960000012,mp-1047809_Zn
Fe(Si2O5)2,mp-1043700,ZnFe(Si2O5)2,mp-1043537,1.9486684349999996,mp-1043537_Zn
Fe(SiO3)2,mp-25523,ZnFe(SiO3)2,mvc-5135,1.708389195,mp-25523_Zn
V2ZnO6,mp-1045698,VZnO3,mvc-15883,1.122619980000001,mp-1045698_Zn
V3O7,mvc-13330,V3ZnO7,mp-1044293,1.1384324162500028,mp-1044293_Zn
V2O5,mp-25620,V2ZnO5,mvc-11970,0.7078639500000015,mvc-11970_Zn
V2O5,mp-510748,V4ZnO10,mvc-16062,1.0726430575,mvc-16062_Zn
V5O7,mp-1046039,V5ZnO7,mvc-2562,0.028347100000002623,mp-1046039_Zn
V2O3,mp-1043388,V4ZnO6,mp-1043021,0.1681600549999991,mp-1043021_Zn
VO2,mvc-12077,V4ZnO8,mvc-12584,0.6368441275000029,mp-1048588_Zn
VO2,mp-714944,V4ZnO8,mvc-13217,0.5818322625000056,mvc-13217_Zn
VO2,mvc-5310,V2ZnO4,mvc-5133,0.8733223587499999,mvc-5133_Zn
VO2,mvc-13223,V2ZnO4,mvc-12618,0.5798637387500043,mvc-11573_Zn
VO2,mp-1190609,V2ZnO4,mvc-12124,0.47220724875000064,mp-1190609_Zn
VO2,mp-1047618,V2ZnO4,mp-1047669,0.7032093099999961,mp-1047618_Zn
VO2,mp-776137,V2ZnO4,mp-1041899,0.6412883600000022,mp-1041899_Zn
VO2,mp-714960,V2ZnO4,mp-18879,1.2915254400000058,mp-1045535_Zn
VO2,mp-1040910,V2ZnO4,mp-1040983,1.1318176250000014,mp-1040910_Zn
VO2,mvc-5548,V2ZnO4,mp-1048867,1.2113130258333356,mp-1048867_Zn
VO2,mvc-11089,V2ZnO4,mp-1048892,1.1697351824999962,mp-1048892_Zn
Si3(MoO6)2,mp-1143651,Zn3Si3(MoO6)2,mp-1154656,0.8056828025000018,mp-1143651_Zn
Ta2CrO8,mp-1046486,Ta2Zn2CrO8,mp-1046112,1.9889030987499985,mp-1046112_Zn
Zn(SbO3)2,mp-1045304,ZnSbO3,mvc-3953,0.3430747850000002,mp-1045304_Zn
SbO2,mvc-2949,Zn(SbO2)2,mp-1046871,0.21360009750000009,mp-1046871_Zn
SbO2,mvc-12866,Zn(SbO2)4,mp-1043668,-0.03498610749999864,mp-1043668_Zn
Ce2ZnSb4,mp-1226796,Ce4Zn3Sb8,mp-1226943,-0.22590067250000567,mp-1226796_Zn
CuW2O7,mp-1042407,ZnCuW2O7,mvc-6749,0.605339393333336,mp-1042407_Zn
Cu3(WO3)4,mp-1043077,ZnCu3(WO3)4,mp-1043315,-0.4784741174999945,mp-1043077_Zn
MnS2,mvc-34,Mn2ZnS4,mp-1104162,0.47913800749999913,mp-1104162_Zn
CrP2O7,mp-540430,ZnCrP2O7,mp-1048332,1.724990535000001,mp-1048332_Zn
Cr2P2O9,mp-1040982,ZnCr2P2O9,mp-1040893,2.0231252512499984,mp-1040893_Zn
Cr3P3O13,mp-1047904,ZnCr3P3O13,mp-1041468,1.7430094025000122,mp-1041468_Zn
CrPO4,mvc-12174,ZnCr2(PO4)2,mp-1040837,1.17594254125,mp-1040837_Zn
MnF4,mvc-2979,MnZnF4,mvc-3477,2.9872337225000005,mvc-2979_Zn
W18O49,mp-19529,Zn(W18O49)2,mp-1217459,-0.7568900574999398,mp-1217459_Zn
W3O8,mp-1042978,Zn2W3O8,mvc-8027,0.8613274687500031,mp-1042978_Zn
W4O9,mp-1048022,ZnW4O9,mp-1045120,-0.8276537949999985,mp-1043973_Zn
W2O3,mvc-934,Zn(W2O3)2,mp-1043075,0.016032872500003403,mp-1043075_Zn
WO3,mp-19443,ZnWO3,mvc-5731,-0.7207508174999995,mp-1172828_Zn
WO3,mp-1117059,Zn(WO3)2,mp-1045708,0.09883844500000327,mp-1045708_Zn
WO2,mvc-5928,Zn(WO2)2,mp-1041123,0.1038661208333358,mp-1041123_Zn
WO2,mp-1041282,Zn(WO2)2,mp-1041366,0.013171015833330467,mp-1041282_Zn
WO2,mp-1047616,Zn(WO2)2,mp-1047722,-0.025779680000001637,mp-1047616_Zn
WO2,mvc-2118,Zn(WO2)4,mp-1046548,-0.58022974249999,mp-1046548_Zn
WO2,mp-1040834,Zn(WO2)2,mp-1040786,0.6469424875000036,mp-1040786_Zn
WO2,mp-25648,Zn(WO2)4,mp-1044229,-0.7731924424999996,mp-1044229_Zn
WO2,mp-540010,Zn(WO2)2,mp-1046917,0.0718092549999958,mp-1046917_Zn
NiS2,mvc-1,Zn(NiS2)2,mvc-11132,0.6021934700000009,mvc-1_Zn
Ni3(AsO4)4,mvc-6713,Zn3Ni3(AsO4)4,mp-1041620,2.917786798333329,mp-1041620_Zn
Zn3Cu2(AsO4)4,mvc-13145,Zn2Cu(AsO4)2,mp-6278,2.5442981225000003,mvc-13145_Zn
BiSbO5,mp-1042388,ZnBiSbO5,mp-1042350,2.7096141593750054,mp-1042350_Zn
ZrCo2,mp-929,Zr(Zn10Co)2,mp-1195250,0.07106899949999979,mp-1195250_Zn
Si3(WO6)2,mp-1143551,Zn3Si3(WO6)2,mp-1163950,0.0787977383333357,mp-1143551_Zn
Si2WO6,mp-1143521,ZnSi2WO6,mp-1163919,-0.9214705074999991,mp-1143521_Zn
Si4WO10,mp-1043760,ZnSi4WO10,mp-1043629,0.3265885587500086,mp-1043629_Zn
V(Si2O5)2,mp-1043652,VZn(Si2O5)2,mp-1043518,0.573728780000001,mp-1043518_Zn
V(SiO3)2,mp-25633,VZn(SiO3)2,mvc-5127,0.44408493000000027,mp-25633_Zn
LaFeMoO6,mp-1043944,LaZnFeMoO6,mp-1044082,0.6952920925000021,mp-1043944_Zn
NiMoP2O9,mp-1043472,ZnNiMoP2O9,mp-1043107,1.0164341137499995,mp-1043107_Zn
MoPO5,mp-1044164,ZnMo2(PO5)2,mp-1044091,0.5433541799999992,mp-1044091_Zn
Mo2P2O9,mp-1040930,ZnMo2P2O9,mp-1041036,0.4240381100000028,mp-1040930_Zn
Mo3P3O13,mp-1047920,ZnMo3P3O13,mp-1041428,0.33698828749999654,mp-1041428_Zn
NiN,mvc-11162,Zn(NiN)2,mvc-13905,0.8650186025000005,mvc-11162_Zn
Cu3(SbO3)4,mp-1042691,ZnCu3(SbO3)4,mp-1042687,-0.6680706024999973,mp-1042687_Zn
Ba(BiO2)4,mp-1047467,BaZn(BiO2)4,mp-1046956,1.4411681374999978,mp-1046956_Zn
TiNiP2O9,mp-1043495,TiZnNiP2O9,mp-1043054,2.416114338750004,mp-1043054_Zn
VAsO5,mvc-5644,VZnAsO5,mvc-5769,1.5174564237499992,mvc-5644_Zn
V2Zn3(P2O9)2,mvc-12133,VZn2P2O9,mp-616607,2.1205749674999956,mvc-12133_Zn
V2(PO4)3,mvc-15019,V4Zn(PO4)6,mvc-12911,2.9235593174999983,mvc-12911_Zn
VP2O7,mp-32442,VZnP2O7,mp-1048243,1.1630197624999972,mp-1048243_Zn
V3(P2O7)2,mp-32416,V3Zn(P2O7)2,mp-1044206,-0.31499315750000756,mp-1044206_Zn
VPO5,mp-1216303,VZnPO5,mp-1046701,1.2806977825000003,mp-1046701_Zn
V2P2O9,mvc-12304,V2ZnP2O9,mp-1041048,1.0717698462500116,mp-1041048_Zn
V3P3O13,mp-1047927,V3ZnP3O13,mp-1047813,0.9095704674999943,mp-1047813_Zn
Cu3(MoO3)4,mp-1043118,ZnCu3(MoO3)4,mp-1043065,-0.186757432499983,mp-1043065_Zn
CuMoO4,mp-1047798,ZnCu2(MoO4)2,mp-1041415,1.0530086787500017,mp-1041415_Zn
Cr5(TeO6)3,mp-1046527,Zn4Cr5(TeO6)3,mp-1046556,1.326394153124999,mp-1046527_Zn
Cr3(FeO6)2,mp-1042994,Zn3Cr6(FeO6)4,mvc-7999,1.1601529524999896,mp-1042994_Zn
Cr(GeO3)2,mvc-8359,ZnCr(GeO3)2,mp-1043308,1.0838236124999958,mp-1043308_Zn
Cr2(GeO4)3,mvc-4499,Zn3Cr2(GeO4)3,mvc-4588,2.403918780416665,mvc-4499_Zn
Ba(WO2)4,mp-1041454,BaZn(WO2)4,mp-1044892,-0.25423569750000263,mp-1041454_Zn
Ti4(CuO4)3,mvc-11034,Ti4Zn(CuO4)3,mp-1042621,0.7910589524999998,mp-1042621_Zn
Sr9Zn2(CuO7)2,mvc-13329,Sr9Zn4(CuO7)2,mp-555609,2.2731997350000035,mvc-12056_Zn
Zr5Sn3,mp-510522,Zr5ZnSn3,mp-1189981,0.3598838024999984,mp-1189981_Zn
Ca9Zn4Sb9,mp-21594,Ca2ZnSb2,mp-1227973,-0.06950676250001275,mp-1227973_Zn
V(GeO3)2,mp-775220,VZn(GeO3)2,mp-1043368,0.5635360050000009,mp-1043368_Zn
V(GeO3)2,mp-1043195,VZn(GeO3)2,mp-1043218,0.5672833750000001,mp-1043195_Zn
CrWO6,mvc-5000,Zn2CrWO6,mvc-5100,1.686055703750005,mvc-5000_Zn
CrWO6,mvc-5774,Zn2CrWO6,mp-1041661,1.6172068025000017,mp-1041661_Zn
Ho(MoO3)2,mp-1041198,HoZn(MoO3)2,mp-1040974,0.6272040875000022,mp-1040974_Zn
Ti2(PO4)3,mp-774537,Ti2Zn(PO4)3,mp-1043719,0.9612803400000067,mp-1043719_Zn
TiP2O7,mvc-5346,TiZnP2O7,mvc-5417,-0.6228528850000027,mvc-5346_Zn
Ti3(P2O7)2,mp-1047047,Ti3Zn(P2O7)2,mp-1047051,-1.0429916875000012,mp-1047047_Zn
Ti2P2O9,mp-1044823,Ti2ZnP2O9,mp-1049239,-0.41963061749999975,mp-1044823_Zn
Ti3P3O13,mp-1041196,Ti3ZnP3O13,mp-1041160,-0.8257624549999982,mp-1041160_Zn
CoP2O7,mvc-12100,ZnCo2(P2O7)2,mvc-12821,2.7281390999999977,mvc-12100_Zn
Co3(P2O7)2,mp-540500,ZnCo3(P2O7)2,mp-1043740,1.4718489424999934,mp-1043740_Zn
Ho(WO3)2,mp-1041295,HoZn(WO3)2,mp-1041307,-0.15533554499999494,mp-1041295_Zn
C,mp-998866,Zn3C,mp-971857,-0.23589568750000006,mp-971857_Zn
Ba(FeO2)4,mvc-10874,BaZn(FeO2)4,mp-1044403,2.5245982575000006,mp-1044403_Zn
UCo2,mp-1383,U(Zn10Co)2,mp-1202337,0.025215408749999946,mp-1202337_Zn
SrV(PO4)2,mp-1046421,SrVZn(PO4)2,mp-1046426,0.9729422075000023,mp-1046421_Zn
TiS2,mp-9027,Ti2ZnS4,mvc-11251,0.3913336974999999,mp-1045350_Zn
Ni(PO3)4,mp-695808,ZnNi(PO3)4,mp-561847,3.3702888699999867,mp-561847_Zn
NiP2O7,mp-32334,ZnNiP2O7,mp-1048278,2.8971673999999914,mp-1048278_Zn
Ni3(P2O7)2,mp-32394,ZnNi3(P2O7)2,mp-1043713,2.111707067499997,mp-1043713_Zn
Ni3P3O13,mp-1048029,ZnNi3P3O13,mp-1048030,2.5370169499999995,mp-1048029_Zn
